index,last index,commit hash,parent hash,extract type,commit text,new class,new class path,origin class,origin class path,extract entities,removed entities,split number,data path,url
86,2191,e54decc1c58fd5883c68df2b685e4eb0f64b37b2,19ed66c8bf95492225d392fab54e641d90d31020,extractSuperclass,Extract shared code into RegularTable ,org.h2.table.RegularTable ,org/h2/table/RegularTable.java ,org.h2.mvstore.db.MVTable,org/h2/mvstore/db/MVTable.java,"getTableType() isDeterministic() canTruncate() isLockedExclusively() rowIdColumn containsLargeObject sortRows(ArrayList<?,Index) checkRename() canGetRowCount() lockSharedSessions getDeadlockDetails(ArrayList<Session>,boolean) canDrop() getContainsLargeObject() toString() isLockedExclusivelyBy(Session) getRowIdColumn() checkSupportAlter() lockExclusiveSession addRowsToIndex(Session,ArrayList<Row>,Index) checkDeadlock(Session,Session,Set<Session>)","getTableType() isDeterministic() canTruncate() isLockedExclusively() rowIdColumn containsLargeObject sortRows(ArrayList<?,Index) checkRename() canGetRowCount() lockSharedSessions getDeadlockDetails(ArrayList<Session>,boolean) canDrop() getContainsLargeObject() toString() isLockedExclusivelyBy(Session) getRowIdColumn() checkSupportAlter() lockExclusiveSession addRowsToIndex(Session,ArrayList<Row>,Index) checkDeadlock(Session,Session,Set<Session>)",1,god_class_refactor_examples/2191+h2database_h2database+e54de+MVTable+RegularTable.csv,https://github.com/h2database/h2database/commit/e54decc1c58fd5883c68df2b685e4eb0f64b37b2
87,2192,e54decc1c58fd5883c68df2b685e4eb0f64b37b2,19ed66c8bf95492225d392fab54e641d90d31020,extractSuperclass,Extract shared code into RegularTable ,org.h2.table.RegularTable ,org/h2/table/RegularTable.java ,org.h2.table.PageStoreTable,org/h2/table/PageStoreTable.java,"getTableType() isDeterministic() canTruncate() isLockedExclusively() rowIdColumn containsLargeObject checkRename() canGetRowCount() lockSharedSessions getDeadlockDetails(ArrayList<Session>,boolean) canDrop() getContainsLargeObject() toString() isLockedExclusivelyBy(Session) getRowIdColumn() checkSupportAlter() lockExclusiveSession addRowsToIndex(Session,ArrayList<Row>,Index) checkDeadlock(Session,Session,Set<Session>)","getTableType() isDeterministic() canTruncate() isLockedExclusively() rowIdColumn containsLargeObject checkRename() canGetRowCount() lockSharedSessions getDeadlockDetails(ArrayList<Session>,boolean) canDrop() getContainsLargeObject() toString() isLockedExclusivelyBy(Session) getRowIdColumn() checkSupportAlter() lockExclusiveSession addRowsToIndex(Session,ArrayList<Row>,Index) checkDeadlock(Session,Session,Set<Session>)",1,god_class_refactor_examples/2192+h2database_h2database+e54de+PageStoreTable+RegularTable.csv,https://github.com/h2database/h2database/commit/e54decc1c58fd5883c68df2b685e4eb0f64b37b2
88,2200,25b98d52c19bb87185aaae846d8bcdcf6edbf5bc,7e39f8a210eabe0beaa376cfca4cf5d48b64cf0b,extractClass,Allow multiple WHEN conditions in MERGE USING ,org.h2.command.dml.MergeUsing.WhenMatched org.h2.command.dml.MergeUsing.WhenNotMatched ,org/h2/command/dml/MergeUsing/WhenMatched.java org/h2/command/dml/MergeUsing/WhenNotMatched.java ,org.h2.command.dml.MergeUsing,org/h2/command/dml/MergeUsing.java,appendOnCondition(Delete) getInsertCommand() setDeleteCommand(Delete) appendOnCondition(Update) insertCommand deleteCommand getUpdateCommand() updatedKeys updateCommand setUpdateCommand(Update) setInsertCommand(Insert) getDeleteCommand(),appendOnCondition(Delete) getInsertCommand() setDeleteCommand(Delete) appendOnCondition(Update) insertCommand deleteCommand getUpdateCommand() updatedKeys updateCommand setUpdateCommand(Update) setInsertCommand(Insert) getDeleteCommand(),2,god_class_refactor_examples/2200+h2database_h2database+25b98+MergeUsing+WhenNotMatched.csv,https://github.com/h2database/h2database/commit/25b98d52c19bb87185aaae846d8bcdcf6edbf5bc
89,2203,08913f798a76c21b6e582153de41c2247dfeb635,3814c595ef4753a230e8ff81e553c59ed1493854,extractSuperclass,Extract DataAnalysisOperation from AbstractAggregate ,org.h2.expression.aggregate.DataAnalysisOperation ,org/h2/expression/aggregate/DataAnalysisOperation.java ,org.h2.expression.aggregate.AbstractAggregate,org/h2/expression/aggregate/AbstractAggregate.java,"getOverOrderBySort() getValue(Session) abstract(Session,Object) updateAggregate(Session,int) getData(Session,SelectGroups,boolean,boolean) over createOrder(Session,ArrayList<SelectOrderBy>,int) abstract() abstract(Session,Object,Value[]) lastGroupRowId getOrderedResultLoop(Session,HashMap<Integer,Value>,ArrayList<Value[]>,int) isEverything(ExpressionVisitor) getWindowResult(Session,SelectGroups) updateOrderedAggregate(Session,SelectGroups,int,ArrayList<SelectOrderBy>) setOverCondition(Window) overOrderBySort abstract(Session,int) select abstract(Session,Value[]) getOrderedResult(Session,SelectGroups,PartitionData,Object)","getOverOrderBySort() getValue(Session) abstract(Session,Object) updateAggregate(Session,int) getData(Session,SelectGroups,boolean,boolean) over createOrder(Session,ArrayList<SelectOrderBy>,int) abstract() abstract(Session,Object,Value[]) lastGroupRowId getOrderedResultLoop(Session,HashMap<Integer,Value>,ArrayList<Value[]>,int) isEverything(ExpressionVisitor) getWindowResult(Session,SelectGroups) updateOrderedAggregate(Session,SelectGroups,int,ArrayList<SelectOrderBy>) setOverCondition(Window) overOrderBySort abstract(Session,int) select abstract(Session,Value[]) getOrderedResult(Session,SelectGroups,PartitionData,Object)",1,god_class_refactor_examples/2203+h2database_h2database+08913+AbstractAggregate+DataAnalysisOperation.csv,https://github.com/h2database/h2database/commit/08913f798a76c21b6e582153de41c2247dfeb635
90,2209,f0169c8820132efb8b1a82cf5d9a5754cf1cd990,f6a0794f7413f3b49878850db16d89a13fe66dcc,extractClass,Extract IntervalUtils from DateTimeUtils ,org.h2.util.IntervalUtils ,org/h2/util/IntervalUtils.java ,org.h2.util.DateTimeUtils,org/h2/util/DateTimeUtils.java,"parseInterval(IntervalQualifier,boolean,String) intervalToString(IntervalQualifier,boolean,long,long) parseInterval2(IntervalQualifier,String,char,int,boolean) intervalToAbsolute(ValueInterval) intervalFromAbsolute(IntervalQualifier,BigInteger,long) leadingExact(BigInteger) parseIntervalLeading(String,int,int,boolean) skipWSEnd(String,int) intervalToAbsolute(ValueInterval,long) validateInterval(IntervalQualifier,boolean,long,long) intervalFromAbsolute(IntervalQualifier,BigInteger) appendNanos(StringBuilder,long) parseFormattedInterval(IntervalQualifier,String) yearsFromInterval(IntervalQualifier,boolean,long,long) hoursFromInterval(IntervalQualifier,boolean,long,long) skipWS(String,int) parseIntervalRemaining(String,int,int,int) appendSecondsWithNanos(StringBuilder,long) nanosFromInterval(IntervalQualifier,boolean,long,long) parseIntervalRemainingSeconds(String,int) minutesFromInterval(IntervalQualifier,boolean,long,long) monthsFromInterval(IntervalQualifier,boolean,long,long) intervalToAbsolute(ValueInterval,long,long) daysFromInterval(IntervalQualifier,boolean,long,long)","parseInterval(IntervalQualifier,boolean,String) intervalToString(IntervalQualifier,boolean,long,long) parseInterval2(IntervalQualifier,String,char,int,boolean) intervalToAbsolute(ValueInterval) intervalFromAbsolute(IntervalQualifier,BigInteger,long) leadingExact(BigInteger) parseIntervalLeading(String,int,int,boolean) skipWSEnd(String,int) intervalToAbsolute(ValueInterval,long) validateInterval(IntervalQualifier,boolean,long,long) intervalFromAbsolute(IntervalQualifier,BigInteger) appendNanos(StringBuilder,long) parseFormattedInterval(IntervalQualifier,String) yearsFromInterval(IntervalQualifier,boolean,long,long) hoursFromInterval(IntervalQualifier,boolean,long,long) skipWS(String,int) parseIntervalRemaining(String,int,int,int) appendSecondsWithNanos(StringBuilder,long) nanosFromInterval(IntervalQualifier,boolean,long,long) parseIntervalRemainingSeconds(String,int) minutesFromInterval(IntervalQualifier,boolean,long,long) monthsFromInterval(IntervalQualifier,boolean,long,long) intervalToAbsolute(ValueInterval,long,long) daysFromInterval(IntervalQualifier,boolean,long,long)",1,god_class_refactor_examples/2209+h2database_h2database+f0169+DateTimeUtils+IntervalUtils.csv,https://github.com/h2database/h2database/commit/f0169c8820132efb8b1a82cf5d9a5754cf1cd990
91,2227,2c903f83a96c419df2ca4a316632a1efbf48dd94,cf06d6ec2e3ad7ca86268e6c84b3a1d465b868a9,extractSuperclass,"enum-support: in Transfer, use base ValueEnumBase when reading ",org.h2.value.ValueEnumBase ,org/h2/value/ValueEnumBase.java ,org.h2.value.ValueEnum,org/h2/value/ValueEnum.java,"getSQL() getSignum() getObject() ordinal() add(Value) label DISPLAY_SIZE multiply(Value) equals(Object) getType() getInt() PRECISION getPrecision() divide(Value) set(PreparedStatement,int) getString() getDisplaySize() getLong() modulus(Value) ordinal subtract(Value)","getSQL() getSignum() getObject() ordinal() add(Value) label DISPLAY_SIZE multiply(Value) equals(Object) getType() getInt() PRECISION getPrecision() divide(Value) set(PreparedStatement,int) getString() getDisplaySize() getLong() modulus(Value) ordinal subtract(Value)",1,god_class_refactor_examples/2227+h2database_h2database+2c903+ValueEnum+ValueEnumBase.csv,https://github.com/h2database/h2database/commit/2c903f83a96c419df2ca4a316632a1efbf48dd94
92,2241,5f3ca2005ac31e7109c9f44653d1ad8767472e01,62710f4f96c9b1ff6635221024dcde641eba94f7,extractClass,Documentation,org.h2.dev.store.btree.DataUtils ,org/h2/dev/store/btree/DataUtils.java ,org.h2.dev.store.btree.BtreeMap,org/h2/dev/store/btree/BtreeMap.java,"writeVarInt(ByteBuffer,int) getVarIntLen(int) readVarLong(ByteBuffer) writeVarLong(ByteBuffer,long) getVarLongLen(long) readVarIntRest(ByteBuffer,int) readVarInt(ByteBuffer)","writeVarInt(ByteBuffer,int) getVarIntLen(int) readVarLong(ByteBuffer) writeVarLong(ByteBuffer,long) getVarLongLen(long) compare(Object,Object) readVarIntRest(ByteBuffer,int) readVarInt(ByteBuffer)",1,god_class_refactor_examples/2241+h2database_h2database+5f3ca+BtreeMap+DataUtils.csv,https://github.com/h2database/h2database/commit/5f3ca2005ac31e7109c9f44653d1ad8767472e01
93,2245,1779fdf179095ed5ad41da1943f325b20706c36b,e78bb783f4688dbc0221235c77a38e4ef4cc4a43,extractClass,Improved compatibility with the Java 7 FileSystem abstraction.,org.h2.store.fs.FileUtils ,org/h2/store/fs/FileUtils.java ,org.h2.util.IOUtils,org/h2/util/IOUtils.java,"getLastModified(String) createDirectory(String) getParent(String) createTempFile(String,String,boolean,boolean) createDirectories(String) deleteRecursive(String,boolean) listFiles(String) length(String) setReadOnly(String) isAbsolute(String) delete(String) openFileOutputStream(String,boolean) tryDelete(String) exists(String) unwrap(String) fileStartsWith(String,String) getFileSystem(String) getCanonicalPath(String) openFileInputStream(String) canWrite(String) isReadOnly(String) copy(String,String) createNewFile(String) isDirectory(String) rename(String,String) openFileObject(String,String)","getLastModified(String) createDirectory(String) getParent(String) createTempFile(String,String,boolean,boolean) createDirectories(String) deleteRecursive(String,boolean) listFiles(String) length(String) setReadOnly(String) isAbsolute(String) delete(String) openFileOutputStream(String,boolean) tryDelete(String) exists(String) unwrap(String) fileStartsWith(String,String) getFileSystem(String) getCanonicalPath(String) openFileInputStream(String) canWrite(String) isReadOnly(String) copy(String,String) createNewFile(String) isDirectory(String) rename(String,String) openFileObject(String,String)",1,god_class_refactor_examples/2245+h2database_h2database+1779f+IOUtils+FileUtils.csv,https://github.com/h2database/h2database/commit/1779fdf179095ed5ad41da1943f325b20706c36b
94,2248,63ff66435d25cee15c89d447b8ac63a2c629684f,0068afd00841cfaa95b9e71cbe47289d6941f400,extractSuperclass,TCP Server: a base directory with a prefix with a database name with prefix didn't work as expected (this only applies to non-disk and wrapped file systems).,org.h2.store.fs.FileSystemWrapper ,org/h2/store/fs/FileSystemWrapper.java ,org.h2.test.utils.RecordingFileSystem,org/h2/test/utils/RecordingFileSystem.java,"setReadOnly(String) isAbsolute(String) getLastModified(String) normalize(String) openFileInputStream(String) canWrite(String) getAbsolutePath(String) exists(String) getParent(String) isReadOnly(String) listFiles(String) fileStartsWith(String,String) translateFileName(String) getFileName(String) length(String) accepts(String) isDirectory(String)","setReadOnly(String) isAbsolute(String) getLastModified(String) normalize(String) openFileInputStream(String) canWrite(String) getAbsolutePath(String) exists(String) getParent(String) isReadOnly(String) listFiles(String) unwrap(String) fileStartsWith(String,String) translateFileName(String) getFileName(String) length(String) accepts(String) isDirectory(String)",1,god_class_refactor_examples/2248+h2database_h2database+63ff6+RecordingFileSystem+FileSystemWrapper.csv,https://github.com/h2database/h2database/commit/63ff66435d25cee15c89d447b8ac63a2c629684f
95,2250,63ff66435d25cee15c89d447b8ac63a2c629684f,0068afd00841cfaa95b9e71cbe47289d6941f400,extractSuperclass,TCP Server: a base directory with a prefix with a database name with prefix didn't work as expected (this only applies to non-disk and wrapped file systems).,org.h2.store.fs.FileSystemWrapper ,org/h2/store/fs/FileSystemWrapper.java ,org.h2.store.fs.FileSystemSplit,org/h2/store/fs/FileSystemSplit.java,"isAbsolute(String) normalize(String) canWrite(String) createTempFile(String,String,boolean,boolean) getAbsolutePath(String) getParent(String) isReadOnly(String) fileStartsWith(String,String) deleteRecursive(String,boolean) createDirs(String) getFileName(String) createNewFile(String) accepts(String) isDirectory(String)","isAbsolute(String) normalize(String) canWrite(String) createTempFile(String,String,boolean,boolean) getAbsolutePath(String) getParent(String) isReadOnly(String) unwrap(String) fileStartsWith(String,String) deleteRecursive(String,boolean) createDirs(String) getFileName(String) createNewFile(String) accepts(String) isDirectory(String)",1,god_class_refactor_examples/2250+h2database_h2database+63ff6+FileSystemSplit+FileSystemWrapper.csv,https://github.com/h2database/h2database/commit/63ff66435d25cee15c89d447b8ac63a2c629684f
96,2262,edce69342da3fb6d36a1835930c39c0619ff107b,a35fdf7de26a8e7aa9be17cb75de2903a02d69c4,extractClass,fulltext search refactoring,org.h2.fulltext.FullText.FullTextTrigger ,org/h2/fulltext/FullText/FullTextTrigger.java ,org.h2.fulltext.FullText,org/h2/fulltext/FullText.java,"prepInsertWord insert(FullTextSettings,Object[]) prepDeleteRow remove() delete(FullTextSettings,Object[]) setting prepInsertRow fire(Connection,Object[],Object[]) init(Connection,String,String,String,boolean,int) getKey(Object[]) prepSelectRow prepInsertMap getWordIds(FullTextSettings,Object[]) index close() prepDeleteMap","init(Connection,String,String,String,boolean,int) prepInsertMap getQuery(Object[]) indexColumns indexPath prepDeleteRow remove() getKey(Object[]) keys prepInsertWord delete(FullTextSettings,Object[]) setting fire(Connection,Object[],Object[]) getWordIds(FullTextSettings,Object[]) prepInsertRow insert(FullTextSettings,Object[]) delete(Object[]) prepSelectRow insert(Object[]) index close() prepDeleteMap",1,god_class_refactor_examples/2262+h2database_h2database+edce6+FullText+FullTextTrigger.csv,https://github.com/h2database/h2database/commit/edce69342da3fb6d36a1835930c39c0619ff107b
97,2265,ab1e8d62dd713a80597c864d35b66ac956e060cf,784e7774be051b59cc35be42c3dd1644ac216322,extractClass,,org.h2.store.fs.FileSystem org.h2.store.fs.FileSystemDisk ,org/h2/store/fs/FileSystem.java org/h2/store/fs/FileSystemDisk.java ,org.h2.util.FileUtils,org/h2/util/FileUtils.java,"isInMemory(String) wait(int) getLastModified(String) MEMORY_PREFIX MEMORY_PREFIX_LZF canWrite(String) openFileOutputStream(String) freeMemoryAndFinalize() copy(String,String) openRandomAccessFile(String,String) getMemoryFile(String) translateFileName(String) deleteRecursive(String) createNewFile(String) IS_FILE_SYSTEM_CASE_INSENSITIVE","isInMemory(String) wait(int) getLastModified(String) MEMORY_PREFIX MEMORY_PREFIX_LZF canWrite(String) openFileOutputStream(String) freeMemoryAndFinalize() copy(String,String) openRandomAccessFile(String,String) getMemoryFile(String) translateFileName(String) deleteRecursive(String) createNewFile(String) IS_FILE_SYSTEM_CASE_INSENSITIVE",2,god_class_refactor_examples/2265+h2database_h2database+ab1e8+FileUtils+FileSystemDisk.csv,https://github.com/h2database/h2database/commit/ab1e8d62dd713a80597c864d35b66ac956e060cf
